name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
Valters KREISS,Male,Athlete,LAT,Latvia,,,Athletics,Men's Pole Vault,2003-09-19,2003,RIGA,Latvia,RIGA,Latvia,,,Athlete,"Latvian Academy of Sports Education (Riga, LAT)","Partner, Anete Paula Smikarste",Latvian,"Personal: Mareks Arents (LAT), Ildze Bortascenoka (LAT)",,,,,,,
van Vinh TRINH,Male,Athlete,VIE,Vietnam,,,Weightlifting,Men's 61kg,1995-12-17,1995,QUE VO,Vietnam,HANOI,Vietnam,,,Athlete,Studied at Bac Ninh University of Physical Education and Sport (VIE),One younger sister,Vietnamese,,"Coming from a farming family, he was recruited onto the local weightlifting team after a trial at his school","Weightlifter Hoang Anh Tuan (VIE), 2008 Olympic bantamweight silver medallist, two-time world championship bronze medallist (2005, 2006)","Weightlifter Hoang Anh Tuan (VIE), the Olympic silver medallist in 56kg weight class at Beijing 2008 and one of Trinh's neighbours, who helped him with his self confidence","""The time has not come yet. Don't try to force it. Don't keep looking at a painful past and miss the journey of life."" (Facebook profile)",,,
Vanda VALYI,Female,Athlete,HUN,Hungary,181,,Water Polo,Women,1999-08-13,1999,EGER,Hungary,,,,,Athlete,,,Hungarian,National: Attila Mihók (HUN),Her mother encouraged her to try water polo after being discouraged by the monotony of swimming,,Coach Attila Mihók,,,,Competed in swimming at elite junior level
Vanesa HOCKOVA,Female,Athlete,SVK,Slovakia,,,Shooting,Skeet Women,2000-01-20,2000,TRNAVA,Slovakia,ZVONCIN,Slovakia,Pitbull,"Photography, cycling, spending time with friends and family, sport, travelling",Athlete,"Received a Bachelor's degree in Social Services and Counselling in 2022 from the University of Saints Cyril and Methodius (Trnava, SVK)",One sister,"English, Slovak",National: Stefan Zemko (SVK).<br>Personal: Juraj Sedlak (SVK),"Trained in swimming for six years, but had to give it up because of a kidney illness. She took up shooting instead","Shooter Zuzana Rehak Stefecekova (SVK), three-time Olympic trap medallist (one gold, two silver), seven-time world championship trap medallist (three gold, one silver, three bronze)","Her younger sister, Miroslava","""Respect your opponents. Remember, winning is not everything. Having fun, improving your skills and making new friends is also important. Maintain self-control under any circumstances."" (Athlete, 27 May 2024)","Sister, Miroslava Hockova (shooting), won a junior world title in skeet in 2023 (bronze in team skeet in 2022)",,
VANESSA,Female,Athlete,POR,Portugal,,,Breaking,B-Girls,1992-03-21,1992,LEIRIA,Portugal,LISBON,Portugal,,,,,,Portuguese,,Was initially skeptical but inspired by the competitive and creative nature of breaking,,,"""Train like an athlete and dance like an artist. It's a competition, but above all, it's an art. It's important to maintain this balance because we express ourselves through our bodies, just like a painter with a canvas."" (olympics.com, 26 Jun 2023)",,,
Vanessa BLOCKMANS,Female,Athlete,BEL,Belgium,,,Hockey,Women,2002-04-04,2002,,,,,,,Athlete,,,English,National: Raoul Ehren (NED).<br>Club: Arnaud Massaert (BEL),,,,,,,Indoor hockey: Has represented Belgium internationally
Vanessa BOBIMBO,Female,Athlete,CGO,Congo,,,Swimming,Women's 50m Freestyle,1999-12-08,1999,,,,,,,,,,,,,,,,,,
Vanessa CHALA,Female,Athlete,ECU,Ecuador,,,Judo,Women -78 kg,1990-03-13,1990,IBARRA,Ecuador,GUAYAQUIL,Ecuador,,,,,,,,,,,,,,
Vanessa GILLES,Female,Athlete,CAN,Canada,174,,Football,Women,1996-03-11,1996,"CHATEAUGUAY, QC",Canada,"OTTAWA, ON",Canada,,"Playing board games, baking, reading, cooking, going to markets, learning Spanish",Athlete,"Graduated from the University of Cincinnati (OH, USA) in 2018 with a degree in Criminal Justice and a minor in IT",,"English, French",National: Bev Priestman (GBR),"She liked the team aspect of the sport, and was inspired to represent the Canadian national team after watching the 2015 World Cup in Canada. Her brother and friends at school also played football. ""I was surrounded by soccer, and (her brother) Joe let me play on the team pretty easily. Having all my friends at school on the soccer team made it an easy transition (from tennis)."" (myInfo)","Footballer Marcelo (BRA), the most decorated player in Real Madrid’s history, winning 25 trophies including five Champions League and six La Liga titles. Two-time Olympic medallist (one silver, one bronze).</p><p>Footballer Thiago Silva (BRA), capped more than 100 times by Brazil, widely regarded as one of the best defenders of his generation. Champions League winner with Chelsea (2021), seven-time league winner with Paris Saint-Germain. Two-time Olympic medallist (one silver, one bronze).</p><p>Footballer Virgil van Dijk (NED), current Liverpool and Netherlands captain, winner of the Champions League (2019), Premier League, FA Cup and League Cup with the English club. Still active – may win more domestic titles this season, hence leaving dates out",,"""Hard work beats talent."" (myInfo)",,Always puts her kit on from right to left,Tennis: Played at junior level up to age 15 in Canada and was enrolled in a specialised sport-study programme for the sport
Vanessa Hazel OUWEHAND,Female,Athlete,NZL,New Zealand,,,Swimming,Women's 100m Butterfly,1999-12-30,1999,HAMILTON,New Zealand,AUCKLAND,New Zealand,,,Accountant,"Studied Accountancy at Massey University, Auckland (NZL)",,English,Club: David Lyles (GBR),,,,,,,
Vanessa KAMGA,Female,Athlete,SWE,Sweden,177,,Athletics,Women's Discus Throw,1998-11-19,1998,VILHELMINA,Sweden,UPPSALA,Sweden,,,Athlete,,Father from Cameroon,Swedish,"Personal: Mats Olsson (SWE), Mattias Jons (SWE)",,,,,,,
Vanessa SARNO,Female,Athlete,PHI,Philippines,,,Weightlifting,Women's 71kg,2003-09-28,2003,,,TAGBILARAN CITY,Philippines,,,Athlete,,"Father, Christopher. Mother, Emelita. Brothers, Van Leslie and Vincent. Sister, Veronica","Chavacano, Filipino",National: Toni Agustin.<br>Personal: Nick Jaluag,"Found weightlifting through her cousins, who were also training in the sport, and her father who competed in powerlifting when he was young. ""I was always one of the boys, that's why I would always play whatever they were playing. I never knew back then that weightlifting would change my life in the future. I really like the sport because you have only yourself as your opponent and yourself to blame when you lose. I prefer playing solo."" (cnnphilippines.com, 8 May 2021)","Weightlifter Hidilyn Diaz (PHI), two-time Olympic featherweight medallist (2020 gold, 2016 silver), four-time world championship medallist (one gold, three bronze)",,"""I just need to beat me."" (olympics.com, 28 June 2023)",,,
Vanessa STERCKENDRIES,Female,Athlete,BEL,Belgium,181,,Athletics,Women's Hammer Throw,1995-09-15,1995,LEUVEN,Belgium,,,,,Athlete,,,French,Personal: Marie Jo Leroy (BEL),,,,,,,
Vanina PAOLETTI,Female,Athlete,FRA,France,,,Canoe Sprint,Women's Kayak Double 500m,1997-12-10,1997,SAINT-MAUR-DES-FOSS?S,France,VAIRES-SUR-MARNE,France,,,"Athlete, deputy police officer","Graduated with a diploma (2020) in Podiatry from the Training Institute in Pedicure-Podology, Occupational Therapy and Masso-Kinesitherapy (IFPEK) (Rennes, FRA)","Sisters, Camille and Julie",French,,"Her father was a kayaking coach and her two older sisters were competitive paddlers, so she followed them into the sport. ""Canoeing is a family affair for the Paolettis. My parents met on the water and my sisters, Camille and Julie, were also on the French team. My first memories are at the water's edge. I practised other sports such as climbing, horseback riding or cycling but kayaking has always been a no-brainer. I love being on the water."" (ladalleangevine.com, 10 Feb 2021; damedesport.com, 04 May 2021)","Canoe sprint paddler Lisa Carrington (NZL), six-time Olympic medallist (five gold, one bronze) over three Olympic Games (2012, 2016, 2020), 22-time world championship medallist (15 gold, five silver, two bronze)",,,,,
Vanja MARINKOVIC,Male,Athlete,SRB,Serbia,198,,Basketball,Men,1997-01-09,1997,BELGRADE,Serbia,,,,,Athlete,,"Father, Zoran. Mother, Dragana. Older brother, Voja",Serbian,Club: Dusko Ivanovic (MNE).<br>National: Svetislav Pesic (SRB),"Followed his older brother into the sport. “I was the annoying younger brother, always hanging around."" (euroleaguebasketball.net, 31 Mar 2022)","Tennis player Novak Djokovic (SRB), has won an all-time record 24 Grand Slam men's singles titles (as of 10 September 2023), 2008 Olympic bronze medallist (singles), four-time Olympian (2008, 2012, 2016, 2020)",,,"Father Zoran Marinkovic (football), played professionally in the Serbian league",,
Vaovasa AFA,Male,Athlete,SAM,Samoa,177,93.0,Rugby Sevens,Men,1991-10-11,1991,,,,,,,Athlete,,,"English, Samoan",National: Muliagatele Brian Lima (SAM),,,,,,,
Varazdat LALAYAN,Male,Athlete,ARM,Armenia,,,Weightlifting,Men's +102kg,1999-05-01,1999,,,,,,,Athlete,,,Armenian,National: Pashik Alaverdyan (ARM),,,,,,,
Vareeraya SUKASEM,Female,Athlete,THA,Thailand,,,Skateboarding,Women's Street,2011-10-23,2011,,,,,,,,,,Thai,,,,,,,,
Varian PASQUET,Male,Athlete,FRA,France,192,92.0,Rugby Sevens,Men,1999-07-29,1999,PARIS,France,PARIS,France,,,,,,,,,,,,,,
Varsenik MANUCHARYAN,Female,Athlete,ARM,Armenia,,,Swimming,Women's 100m Butterfly,2003-07-11,2003,,,,,,,,,,,,,,,,,,
Varvara GRACHEVA,Female,Athlete,FRA,France,175,,Tennis,"Women's Doubles, Women's Singles",2000-08-02,2000,,,,,,,,,,,,,,,,,,
Vasco VILACA,Male,Athlete,POR,Portugal,,,Triathlon,Men's Individual,1999-12-21,1999,AMADORA,Portugal,LINK?PING,Sweden,,"Watching Netflix, chilling, eating pasta",Athlete,Computer Science Engineering at Linköping University (SWE),"Father, Pedro. Sister, Vera","English, Portugese",,"He previously did gymnastics and by the time he was six years old he was challenged to do a duathlon (run, bike, run). He enjoyed it and switched sports shortly after. “You don't miss what you don't know, but when I got to know what triathlon was, I wasn't going back. Sorry gymnastics, but I found something I couldn't let go, and still haven't.” (vascovilaca.com, 2020)","Triathlete Vanessa Fernandes (POR), 2008 Olympic silver medallist and three-time ITU world championship medallist (gold in 2007, silver in 2006, bronze in 2003).</p><p>Triathlete Francisco Javier Gómez Noya (ESP), 2012 Olympic silver medallist and 11-time ITU world championship medallist (five gold, four silver, two bronze)","Triathlete Vanessa Fernandes (POR). “She did things that no other Portuguese triathlete had done and was influential for many years. She is still one of my biggest influences to this day.” (trinationtri.com, 19 Nov 2020)","""Tough times don't last, tough people do."" (vascovilaca.com, 2021)","Sister, Vera (triathlon), competed for Portugal",,
Vashti CUNNINGHAM,Female,Athlete,USA,United States of America,,,Athletics,Women's High Jump,1998-01-18,1998,"LAS VEGAS, NV",United States,"LAS VEGAS, NV",United States,Ti-Ti (a childhood nickname from her parents),"Balances her athletic career with passions in fashion, design, landscape photography (wants to work for National Geographic), modelling, drawing and painting. Enjoys skateboarding",Athlete,"University of Nevada, Las Vegas (USA)","Father, Randall. Mother, Felicity de Jager. Brother, Randall Jr. Two sisters (Grace, Sofia)",English,"Personal: Randall Cunningham Sr (USA), her father","She values high jumping for its challenging nature, recognising it as a skill that requires learning and dedication. In her second year of high school she emerged as one of the top female high jumpers in the United States. By her senior year she claimed the title of the best, securing her first indoor national championship in 2016 at the age of 18. Shortly after that she won gold at the 2016 World Indoor Championships, and five months later competed at the Olympic Games in Rio, opting to turn professional instead of pursuing college","Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020. </p><p>Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).</p><p>Tennis player Serena Williams (USA), winner of 23 Grand Slam singles titles, 2012 Olympic singles champion, three-time Olympic doubles champion (2000, 2008, 2012)","Her family. Coming from a household with two exceptional athletes, she and her siblings were taught the importance of hard work and camaraderie from an early age. “The biggest lesson that I’ve learned is the support that comes with having a family like that. It’s never-ending, and it’s always genuine. That’s been one of my biggest and my strongest assets for when I perform, and which keeps me training.” (justwomenssports.com, 15 Jun 2022)","“It’s all on you at the end of the day. Your wins, your losses, your heights.” (redbull.com, 21 Jun 2022)","Father Randall Cunningham (American football), played quarterback in the National Football League (NFL) for 16 seasons, spending the majority of his career with the Philadelphia Eagles. In 2023 he joined the University of Nevada, Las Vegas jumps programme under three-time Olympic medallist and three-time world champion Carmelita Jeter (USA).</p><p>Brother, Randall Jr (athletics - high jump), two-time National Collegiate Athletic Association (NCAA) champion (2016, 2017), 2018 NCAA indoor champion for the University of Southern California (CA, USA)","Walks up to the bar and stares it down before returning to her mark to make the run. “It's kind of a confrontation between me and the bar. I'm going to look at it and realise that I can conquer it and I destroy it.” (letsrun.com, 30 Jun 2016)",
Vasile USTUROI,Male,Athlete,BEL,Belgium,171,,Boxing,Men's 57kg,1997-04-03,1997,BUCHAREST,Romania,BRUSSELS,Belgium,,,,,,,,,,,,,,
Vasileios TOLIOPOULOS,Male,Athlete,GRE,Greece,188,,Basketball,Men,1996-06-15,1996,ATHENS,Greece,,Greece,,,Athlete,,,Greek,National: Vassilis Spanoulis (GRE).<br>Club: Ioannis Kastritis (GRE),,,,,,,
Vasilije MICIC,Male,Athlete,SRB,Serbia,195,,Basketball,Men,1994-01-13,1994,KRALJEVO,Serbia,,,,,Athlete,,"Sister, Nina",Serbian,National: Svetislav Pesic (SRB).<br>Club: Steve Clifford (USA),,,,,"Sister, Nina Micic (snowboarding), competed in parallel slalom and parallel giant slalom at Sochi 2014",,
Vasilije RADOVIC,Male,Athlete,MNE,Montenegro,198,,Water Polo,Men,2003-05-12,2003,,,,,,,,,,,,,,,,,,
Vasilijus LENDEL,Male,Athlete,LTU,Lithuania,,,Cycling Track,"Men's Keirin, Men's Sprint",1995-04-09,1995,PANEVEZYS,Lithuania,,Lithuania,,,Athlete,,"Wife, Migle Lendel. Son, Lukas (born 2022)",Lithuanian,National: Dmitrijus Leopoldas (LTU),,,,,"Wife, Migle Lendel (track cycling), Tokyo 2020 Olympian for Lithuania",,
Vasiliki PLEVRITOU,Female,Athlete,GRE,Greece,178,,Water Polo,Women,1998-06-08,1998,THESSALONIKI,Greece,,,,,Athlete,,"Father, Vassilis. Mother, Dimitra. Older sisters, Margarita and Eleftheria. Brother, Thanasis",Greek,National: Alexia Kammenou (GRE),Took up water polo at the suggestion of a family friend,,,,Sisters Margarita and Eleftheria are also members of the Greece water polo team,,
Vasilis CHARALAMPOPOULOS,Male,Athlete,GRE,Greece,203,,Basketball,Men,1997-01-06,1997,MAROUSSI,Greece,,,,,Athlete,,,Greek,National: Vassilis Spanoulis (GRE),,,,,,,
Vast PHIRI,Female,Alternate Athlete,ZAM,Zambia,150,,Football,Women,1996-02-03,1996,,Zambia,,Zambia,Chilobeza,,Athlete,,,English,National: Bruce Mwape (ZAM),,"Footballer David Odhiambo (KEN), Kenyan international defender, prominent in the Zambia Super League",,,,,
Vasyl MYKHAILOV,Male,Athlete,UKR,Ukraine,,,Wrestling,Men's Freestyle 86kg,1995-06-24,1995,,,,,,,,,,,,,,,,,,
Vazgen TEVANYAN,Male,Athlete,ARM,Armenia,,,Wrestling,Men's Freestyle 65kg,1999-10-27,1999,POKR VEDI,Armenia,,Armenia,,,Athlete,"Studied at the Armenian State Institute of Physical Culture and Sport (Yerevan, ARM)","Wife, Sona (married November 2023)","Armenian, Russian",National: Habetnak Kurghinyan (ARM),"“My family did not like wrestling very much. At first I wanted to do boxing but my older friends advised me to go to wrestling training, and after a week, I started to like the sport.” (myInfo)",,,,,,
Vazha MARGVELASHVILI,Male,Athlete,GEO,Georgia,,,Judo,"Men -66 kg', 'Mixed Team",1993-10-03,1993,KARELI,Georgia,TBILISI,Georgia,Margvela,"Football, Playstation",Athlete,"Studied at the State University of Sports (Tbilisi, GEO)","Wife, Anastasia. Daughter, Gabriella. Father, Kakha. Mother, Fatima","Georgian, Russian","Personal: Anzor Tenadze (GEO), Nikoloz Bibilashvili (GEO).<br>National: Lasha Gujejiani (GEO)",From the age of seven he was engaged in the Georgian martial art of Chidaoba (Georgian wrestling) but as he got older he wanted to be involved in an Olympic sport,,"""My family, my wife, daughter and parents. They motivate me and help to achieve my goals. Their support, love and faith gives me strength."" (Athlete, 10 May 2024)",,,,
